,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,genre
12951,0.559,0.172,10,-10.636,1,0.0291,0.907,0.000383,0.105,0.0955,154.05,4,1
12952,0.492,0.434,7,-7.741,1,0.0281,0.103,0.000132,0.12,0.307,150.049,4,1
12953,0.562,0.252,1,-6.331,1,0.0351,0.904,0.0,0.0838,0.384,109.596,4,1
12954,0.643,0.428,10,-12.761,0,0.0867,0.374,0.00284,0.11,0.0854,160.154,4,1
12955,0.451,0.336,10,-8.517,0,0.0368,0.962,3.41e-05,0.102,0.211,122.299,4,1
12956,0.384,0.196,5,-13.427,0,0.0681,0.874,0.0,0.166,0.392,206.297,4,1
12957,0.547,0.289,0,-8.131,1,0.0348,0.645,0.0,0.148,0.213,104.851,3,1
12958,0.696,0.492,1,-6.59,1,0.0966,0.352,0.0,0.133,0.683,170.254,4,1
12959,0.38,0.406,5,-6.761,1,0.0403,0.88,0.0,0.0951,0.202,136.579,4,1
12960,0.406,0.329,11,-8.471,1,0.0402,0.59,0.0,0.0918,0.209,175.182,3,1
12961,0.501,0.13,9,-12.851,1,0.0596,0.873,0.0,0.103,0.297,172.596,3,1
12962,0.459,0.442,10,-9.145,1,0.0258,0.273,1.76e-05,0.251,0.155,159.942,4,1
12963,0.808,0.471,9,-6.804,1,0.269,0.0596,0.0,0.0828,0.639,154.9,4,1
12964,0.427,0.127,7,-12.731,1,0.0419,0.964,1.92e-06,0.109,0.259,152.714,4,1
12965,0.638,0.444,7,-14.221,1,0.196,0.127,0.0,0.0905,0.151,173.707,4,1
12966,0.493,0.268,5,-12.169,1,0.0331,0.183,0.0,0.0974,0.167,134.896,3,1
12967,0.581,0.717,4,-4.433,1,0.0318,0.0298,0.000186,0.243,0.316,107.884,4,1
12968,0.673,0.579,0,-5.398,1,0.0278,0.301,5.82e-06,0.0705,0.578,109.976,3,1
12969,0.384,0.438,0,-9.149,1,0.0361,0.753,0.0,0.101,0.286,175.248,4,1
12970,0.361,0.446,0,-6.044,0,0.0281,0.95,1.32e-05,0.132,0.212,155.542,4,1
12971,0.597,0.226,1,-9.362,1,0.0353,0.837,0.0,0.11,0.187,130.807,4,1
12972,0.697,0.467,9,-7.536,1,0.0715,0.248,0.0,0.0941,0.572,164.162,4,1
12973,0.538,0.621,5,-3.358,1,0.027,0.0383,0.0,0.0976,0.372,158.048,4,1
12974,0.563,0.26,2,-5.856,1,0.0391,0.518,0.0,0.146,0.616,145.561,4,1
12975,0.744,0.322,0,-13.004,1,0.0337,0.718,1.62e-06,0.0841,0.294,119.941,4,1
12976,0.704,0.423,8,-9.24,1,0.0598,0.612,0.0,0.0934,0.154,119.883,4,1
12977,0.351,0.296,4,-10.109,0,0.0333,0.934,0.0,0.095,0.12,115.284,4,1
12978,0.477,0.242,8,-9.162,1,0.0529,0.928,0.0,0.0818,0.488,87.018,4,1
12979,0.415,0.399,9,-6.165,0,0.0423,0.868,0.0,0.114,0.196,146.485,4,1
12980,0.691,0.0935,0,-13.712,1,0.0439,0.924,0.0,0.0958,0.551,131.381,4,1
12981,0.432,0.69,9,-4.772,1,0.0292,0.0927,4.31e-05,0.184,0.264,177.594,4,1
12982,0.405,0.404,6,-8.954,0,0.208,0.682,0.0,0.0962,0.267,178.529,4,1
12983,0.435,0.155,1,-8.948,1,0.046,0.873,0.0,0.107,0.0935,128.532,3,1
12984,0.389,0.665,0,-6.169,1,0.0644,0.178,0.000732,0.116,0.199,117.055,4,1
12985,0.397,0.303,1,-10.413,1,0.11,0.798,4.16e-06,0.0824,0.17,170.22,3,1
12986,0.468,0.19,4,-11.138,1,0.0373,0.919,0.0,0.107,0.326,125.319,4,1
12987,0.662,0.714,5,-5.68,0,0.121,0.312,0.0,0.179,0.464,147.997,4,1
12988,0.403,0.3,2,-6.475,1,0.0427,0.894,0.0,0.154,0.234,162.874,3,1
12989,0.477,0.456,5,-7.24,1,0.0352,0.748,0.0,0.111,0.146,195.492,3,1
12990,0.523,0.606,1,-4.754,0,0.0301,0.512,0.0,0.106,0.065,145.837,4,1
12991,0.593,0.74,8,-6.12,1,0.0339,0.363,2.22e-05,0.102,0.502,118.008,4,1
12992,0.659,0.263,11,-10.249,1,0.0336,0.782,0.0,0.257,0.23,119.938,4,1
12993,0.331,0.235,10,-7.7,1,0.0299,0.918,0.0,0.137,0.218,171.232,3,1
12994,0.411,0.146,0,-13.758,1,0.034,0.896,4.28e-06,0.114,0.201,105.386,4,1
12995,0.558,0.719,11,-5.603,1,0.0419,0.101,0.0,0.212,0.483,158.031,4,1
12996,0.403,0.356,7,-6.173,1,0.0287,0.712,2.04e-06,0.109,0.194,108.989,4,1
12997,0.572,0.385,7,-6.362,1,0.0308,0.371,0.0,0.231,0.323,191.598,4,1
12998,0.469,0.444,7,-7.989,1,0.027,0.0857,0.000566,0.178,0.352,179.967,4,1
12999,0.686,0.478,9,-8.302,1,0.0406,0.397,0.0,0.142,0.392,191.984,4,1
13000,0.348,0.447,0,-4.069,1,0.029,0.917,0.0,0.161,0.454,176.492,5,1
13001,0.702,0.34,5,-5.935,1,0.0292,0.797,0.0,0.316,0.48,185.964,4,1
13002,0.535,0.414,8,-2.259,1,0.0346,0.802,0.0,0.106,0.221,153.568,3,1
13003,0.51,0.185,11,-13.651,1,0.0644,0.925,0.0,0.122,0.418,158.184,4,1
13004,0.681,0.292,11,-9.599,1,0.0483,0.743,0.0,0.0974,0.162,128.004,4,1
13005,0.481,0.267,7,-9.249,1,0.0339,0.8,0.0,0.249,0.137,117.64,3,1
13006,0.657,0.355,7,-12.044,1,0.0714,0.694,0.000427,0.123,0.0808,149.98,4,1
13007,0.409,0.137,6,-9.169,1,0.0446,0.928,0.0,0.0706,0.106,162.08,1,1
13008,0.441,0.219,8,-14.586,1,0.0419,0.935,0.0,0.115,0.244,188.042,4,1
13009,0.558,0.451,9,-6.163,1,0.0388,0.292,0.0,0.101,0.238,150.008,4,1
13010,0.571,0.517,1,-5.503,1,0.0508,0.433,0.0,0.255,0.432,164.13,4,1
13011,0.546,0.32,11,-6.903,1,0.0321,0.827,0.0,0.321,0.53,176.432,4,1
13012,0.364,0.278,5,-12.262,0,0.0355,0.542,2.79e-05,0.38,0.2,173.652,4,1
13013,0.652,0.557,1,-5.714,0,0.0318,0.74,0.0,0.124,0.483,150.073,4,1
13014,0.743,0.239,8,-7.632,1,0.0384,0.369,0.0,0.159,0.236,187.762,4,1
13015,0.515,0.486,0,-7.492,0,0.0294,0.6,0.0,0.135,0.357,168.207,4,1
13016,0.31,0.218,9,-21.398,1,0.0507,0.988,0.952,0.085,0.0969,145.074,4,1
13017,0.644,0.523,7,-9.787,1,0.0304,0.568,0.0,0.111,0.358,127.941,4,1
13018,0.28,0.122,0,-10.865,1,0.0478,0.945,7.86e-06,0.117,0.128,181.331,3,1
13019,0.56,0.315,10,-8.532,0,0.05,0.734,1.26e-06,0.105,0.138,156.12,4,1
13020,0.714,0.434,4,-11.542,1,0.0396,0.697,0.0,0.0919,0.352,123.942,4,1
13021,0.584,0.407,1,-7.356,0,0.046,0.476,0.0,0.18,0.341,115.124,4,1
13022,0.543,0.718,2,-4.795,1,0.0268,0.432,0.0,0.437,0.155,164.006,4,1
13023,0.732,0.463,11,-6.972,0,0.0287,0.374,0.0,0.194,0.397,191.942,4,1
13024,0.681,0.34,7,-8.617,1,0.0339,0.82,0.0,0.285,0.417,129.98,4,1
13025,0.574,0.624,10,-5.548,0,0.0478,0.205,6.47e-05,0.108,0.157,160.042,4,1
13026,0.607,0.333,5,-10.293,1,0.0324,0.299,0.0,0.112,0.781,165.917,4,1
13027,0.48,0.588,11,-5.222,1,0.0426,0.251,0.0,0.166,0.178,122.214,4,1
13028,0.498,0.235,1,-16.541,0,0.188,0.72,0.0,0.144,0.0895,118.917,4,1
13029,0.465,0.423,6,-7.032,1,0.0291,0.761,3.86e-05,0.0663,0.0872,203.234,4,1
13030,0.559,0.157,1,-10.132,1,0.0414,0.887,0.0,0.107,0.348,130.877,4,1
13031,0.458,0.857,6,-4.268,1,0.0428,0.0729,1.11e-06,0.336,0.399,177.806,4,1
13032,0.23,0.492,8,-5.767,1,0.0317,0.568,8.18e-06,0.176,0.262,160.139,4,1
13033,0.423,0.572,6,-5.109,1,0.0347,0.0158,0.0,0.231,0.17,165.394,4,1
13034,0.54,0.401,0,-10.499,1,0.0364,0.576,0.0,0.164,0.24,152.974,3,1
13035,0.552,0.643,0,-7.36,1,0.0327,0.0364,0.74,0.105,0.212,120.012,4,1
13036,0.407,0.147,2,-8.822,1,0.0355,0.857,2.89e-06,0.0913,0.0765,141.284,3,1
13037,0.485,0.332,4,-9.244,1,0.0338,0.784,0.000122,0.146,0.273,130.813,4,1
13038,0.493,0.13,4,-18.725,1,0.0369,0.898,0.0223,0.0941,0.119,109.852,4,1
13039,0.505,0.34,4,-9.005,1,0.0438,0.576,0.0,0.21,0.0916,203.986,4,1
13040,0.52,0.761,4,-3.093,1,0.0853,0.256,4.96e-06,0.17,0.286,141.971,4,1
13041,0.428,0.194,11,-7.168,1,0.0541,0.927,0.0,0.0848,0.127,166.065,4,1
13042,0.428,0.276,4,-11.729,1,0.0312,0.732,5.33e-06,0.117,0.0382,198.39,1,1
13043,0.551,0.386,0,-10.22,1,0.132,0.659,0.0,0.125,0.245,116.409,1,1
13044,0.563,0.396,1,-10.228,1,0.0302,0.551,0.0,0.163,0.302,192.028,4,1
13045,0.521,0.155,0,-12.147,1,0.0286,0.947,9.32e-06,0.103,0.16,150.006,4,1
13046,0.736,0.308,4,-7.83,1,0.0677,0.946,0.0,0.186,0.361,111.202,4,1
13047,0.387,0.424,7,-7.084,1,0.0379,0.688,0.0,0.111,0.191,110.122,4,1
13048,0.723,0.643,8,-6.861,1,0.0351,0.32,0.0,0.332,0.548,204.03,4,1
13049,0.376,0.43,0,-6.585,0,0.0328,0.0902,0.0,0.0912,0.129,155.198,3,1
13050,0.56,0.36,8,-13.116,1,0.0336,0.853,9.92e-06,0.112,0.178,156.16,4,1
13051,0.459,0.575,3,-4.858,1,0.0573,0.604,0.0,0.0885,0.183,111.881,4,1
13052,0.708,0.186,9,-8.953,0,0.0422,0.868,0.0,0.0779,0.321,145.082,4,1
13053,0.401,0.377,10,-2.782,1,0.0364,0.906,0.0,0.0986,0.245,158.377,3,1
13054,0.716,0.488,7,-8.154,1,0.0551,0.418,8.92e-06,0.106,0.202,188.146,4,1
13055,0.407,0.308,10,-9.001,0,0.0296,0.778,1.46e-05,0.092,0.153,146.508,3,1
13056,0.605,0.365,7,-11.144,1,0.111,0.63,6.83e-06,0.0554,0.224,169.256,4,1
13057,0.783,0.467,6,-9.474,1,0.0503,0.729,0.809,0.109,0.236,181.676,4,1
13058,0.514,0.348,1,-8.886,1,0.0276,0.315,1.5e-05,0.125,0.155,195.726,4,1
13059,0.666,0.533,0,-7.066,1,0.0389,0.328,0.0,0.166,0.352,124.984,4,1
13060,0.243,0.609,10,-8.451,1,0.0323,0.663,1.13e-05,0.221,0.333,166.668,4,1
13061,0.572,0.406,10,-8.624,1,0.0427,0.587,4.48e-06,0.102,0.265,119.812,4,1
13062,0.534,0.286,4,-11.544,1,0.0294,0.751,0.0031,0.111,0.149,134.348,3,1
13063,0.696,0.543,11,-6.164,1,0.0489,0.308,0.0,0.0939,0.479,107.969,4,1
13064,0.333,0.28,1,-12.87,1,0.032,0.427,1.88e-06,0.13,0.276,130.876,4,1
13065,0.688,0.53,11,-5.507,1,0.0333,0.443,0.0,0.0995,0.162,106.958,4,1
13066,0.378,0.461,9,-6.202,1,0.0275,0.627,0.0,0.386,0.232,150.726,4,1
13067,0.444,0.179,1,-12.938,1,0.0396,0.952,0.00056,0.107,0.119,144.51,4,1
13068,0.5,0.295,10,-7.894,1,0.0307,0.901,0.0,0.104,0.273,135.076,4,1
13069,0.561,0.0587,5,-17.819,1,0.0762,0.95,0.0,0.0828,0.342,143.027,1,1
13070,0.328,0.18,6,-8.835,1,0.031,0.852,3.71e-05,0.0995,0.142,135.98,4,1
13071,0.456,0.113,2,-15.763,0,0.0334,0.915,0.0011,0.0959,0.327,108.536,4,1
13072,0.379,0.544,11,-7.428,0,0.0364,0.422,0.0,0.0953,0.411,129.941,4,1
13073,0.435,0.636,5,-6.851,0,0.0609,0.451,0.0,0.112,0.101,141.87,4,1
13074,0.671,0.337,4,-9.762,0,0.0605,0.75,1.38e-06,0.11,0.12,119.716,4,1
13075,0.476,0.479,11,-7.272,1,0.0348,0.603,2.35e-05,0.103,0.219,158.692,3,1
13076,0.264,0.122,9,-15.399,1,0.0349,0.885,0.349,0.094,0.0735,148.658,4,1
13077,0.349,0.348,3,-6.142,1,0.0316,0.726,0.0,0.12,0.0886,149.082,4,1
13078,0.509,0.22,10,-7.445,1,0.051,0.983,9.97e-05,0.139,0.325,169.132,4,1
13079,0.459,0.545,6,-4.874,1,0.0282,0.142,0.0,0.105,0.194,137.941,3,1
13080,0.557,0.532,2,-6.467,1,0.0307,0.16,4.42e-06,0.0999,0.122,207.984,4,1
13081,0.766,0.163,6,-15.975,1,0.0573,0.92,0.000132,0.107,0.634,104.957,4,1
13082,0.368,0.23,7,-11.787,1,0.0361,0.947,0.00153,0.111,0.186,134.515,4,1
13083,0.463,0.755,4,-7.244,1,0.0634,0.11,4.89e-06,0.103,0.252,145.319,4,1
13084,0.588,0.471,0,-7.287,1,0.0577,0.592,0.00146,0.0733,0.209,152.881,4,1
13085,0.454,0.102,6,-15.911,0,0.0496,0.94,0.0,0.148,0.461,178.934,4,1
13086,0.629,0.306,1,-11.735,1,0.0424,0.884,0.0776,0.124,0.191,153.988,1,1
13087,0.586,0.624,5,-5.946,1,0.113,0.0153,1.78e-06,0.133,0.267,137.952,4,1
13088,0.471,0.474,5,-6.355,1,0.0382,0.723,0.0,0.0964,0.262,120.656,4,1
13089,0.695,0.437,0,-8.493,1,0.0286,0.286,0.00019,0.184,0.206,130.003,4,1
13090,0.418,0.0808,0,-26.113,1,0.0553,0.961,0.88,0.0926,0.186,130.823,4,1
13091,0.297,0.335,0,-5.03,1,0.0359,0.816,0.0,0.152,0.303,158.784,4,1
13092,0.618,0.443,2,-9.681,1,0.0526,0.469,0.0,0.0829,0.167,119.949,4,1
13093,0.517,0.762,11,-5.806,0,0.0454,0.161,0.0,0.0897,0.351,156.928,4,1
13094,0.501,0.167,1,-14.061,1,0.0484,0.885,0.0,0.111,0.356,112.275,3,1
13095,0.339,0.861,4,-3.141,0,0.0841,0.00439,0.0,0.111,0.416,176.047,4,1
13096,0.547,0.924,0,-5.197,1,0.0587,0.000236,1.33e-06,0.0988,0.494,130.017,4,1
13097,0.38,0.971,2,-3.157,1,0.106,2.82e-05,1.37e-05,0.128,0.453,168.182,4,1
13098,0.442,0.766,2,-5.027,1,0.0707,0.014,0.0,0.132,0.468,147.126,4,1
13099,0.519,0.908,5,-2.733,1,0.0669,0.22,0.0,0.0673,0.702,164.061,4,1
13100,0.432,0.922,8,-4.295,1,0.0803,0.000208,0.00405,0.0929,0.389,140.012,4,1
13101,0.416,0.963,6,-2.285,1,0.104,3.84e-05,0.00047,0.274,0.455,112.41,4,1
13102,0.338,0.803,8,-5.412,0,0.0413,0.0187,0.0,0.136,0.4,151.994,4,1
13103,0.533,0.967,1,-2.543,1,0.0995,0.00791,0.0,0.336,0.782,142.018,4,1
13104,0.235,0.965,2,-2.882,0,0.28,0.00887,0.0,0.0448,0.322,185.278,4,1
13105,0.54,0.792,5,-4.375,1,0.0531,0.00276,0.0,0.103,0.459,110.022,4,1
13106,0.47,0.969,1,-2.725,0,0.111,5.84e-05,0.0,0.104,0.441,134.979,4,1
13107,0.211,0.984,7,-2.886,1,0.104,0.00026,2.52e-06,0.102,0.258,156.014,4,1
13108,0.518,0.893,8,-4.673,1,0.0652,0.00031,0.0,0.151,0.353,131.971,4,1
13109,0.455,0.867,4,-4.553,1,0.0405,0.00149,0.0085,0.0682,0.321,174.044,4,1
13110,0.452,0.937,3,-4.598,1,0.0986,0.004,2.86e-05,0.168,0.425,136.036,4,1
13111,0.521,0.992,11,-3.844,0,0.0961,0.00118,0.000136,0.113,0.218,124.987,4,1
13112,0.545,0.932,7,-2.189,0,0.0399,0.000665,0.0,0.127,0.465,185.912,4,1
13113,0.509,0.93,0,-2.689,0,0.0474,0.00137,0.0,0.152,0.783,154.95,4,1
13114,0.472,0.671,4,-4.649,1,0.029,0.0129,0.0,0.159,0.0681,165.904,4,1
13115,0.552,0.915,4,-3.713,1,0.0559,0.0013,3.74e-05,0.206,0.606,180.026,4,1
13116,0.561,0.918,2,-2.873,1,0.0564,7.4e-05,0.0,0.518,0.38,119.908,4,1
13117,0.379,0.903,0,-4.812,0,0.0351,7.51e-05,1.98e-05,0.0933,0.687,168.975,4,1
13118,0.578,0.74,3,-5.324,0,0.0294,0.0183,0.0,0.187,0.167,111.973,4,1
13119,0.339,0.932,5,-3.424,0,0.0613,0.00161,0.000134,0.425,0.466,112.549,4,1
13120,0.474,0.948,3,-2.592,1,0.122,0.0223,0.0,0.43,0.611,146.46,4,1
13121,0.492,0.95,2,-4.195,0,0.076,0.000444,6.22e-05,0.22,0.391,110.027,4,1
13122,0.576,0.989,2,-1.909,1,0.112,0.00252,0.0032,0.0243,0.352,135.093,4,1
13123,0.503,0.881,0,-4.502,0,0.0827,0.0261,0.0,0.482,0.597,202.076,4,1
13124,0.428,0.92,11,-3.852,1,0.054,0.0856,0.0,0.177,0.453,179.79,4,1
13125,0.594,0.865,0,-3.838,0,0.032,0.00402,0.0,0.233,0.681,135.034,4,1
13126,0.597,0.931,11,-4.591,0,0.0984,0.127,0.0,0.0504,0.534,184.006,4,1
13127,0.539,0.977,0,-3.738,1,0.0743,0.00441,0.0,0.943,0.261,104.978,4,1
13128,0.368,0.871,2,-3.395,0,0.106,0.0346,0.0,0.0599,0.527,169.17,4,1
13129,0.607,0.588,2,-6.149,0,0.027,0.496,5.08e-05,0.0781,0.162,116.084,4,1
13130,0.299,0.933,6,-6.874,0,0.17,0.0742,1.21e-05,0.0723,0.205,180.092,3,1
13131,0.384,0.969,6,-3.418,0,0.0602,2.51e-05,0.0509,0.341,0.571,173.924,4,1
13132,0.298,0.597,5,-12.107,1,0.0343,0.00111,0.0,0.0819,0.536,180.434,4,1
13133,0.309,0.971,3,-3.45,0,0.146,0.00208,8.12e-06,0.565,0.456,195.809,4,1
13134,0.318,0.749,5,-4.045,0,0.0702,0.0151,0.0,0.103,0.336,117.905,3,1
13135,0.5,0.936,5,-4.521,0,0.0744,0.00747,0.0,0.13,0.158,202.974,4,1
13136,0.55,0.917,11,-5.075,1,0.096,0.0114,0.0,0.221,0.879,156.958,4,1
13137,0.199,0.935,1,-3.471,1,0.157,0.000204,0.0,0.0628,0.637,195.012,4,1
13138,0.447,0.891,8,-5.208,1,0.0629,0.00937,0.0,0.337,0.617,189.76,4,1
13139,0.344,0.865,5,-4.118,0,0.0463,0.000101,0.000247,0.0951,0.323,182.868,4,1
13140,0.655,0.824,6,-3.552,1,0.0364,0.000802,0.0,0.161,0.668,126.008,4,1
13141,0.385,0.959,9,-5.114,1,0.102,0.000254,8.1e-05,0.0957,0.408,159.915,4,1
13142,0.212,0.926,7,-3.378,0,0.14,0.000725,4.83e-06,0.081,0.262,162.103,4,1
13143,0.359,0.955,4,-2.323,0,0.12,0.00116,0.0,0.349,0.446,170.033,4,1
13144,0.542,0.963,2,-1.994,0,0.141,0.00127,0.00134,0.253,0.374,124.992,4,1
13145,0.492,0.944,2,-2.356,1,0.183,0.00989,0.0,0.167,0.609,151.186,4,1
13146,0.551,0.919,9,-3.359,1,0.0526,0.0182,0.0,0.127,0.681,132.945,4,1
13147,0.57,0.922,0,-5.433,1,0.0424,0.000463,0.000188,0.363,0.32,135.01,4,1
13148,0.465,0.896,2,-3.126,1,0.0795,0.00725,0.0,0.206,0.569,181.014,4,1
13149,0.241,0.97,10,-4.246,0,0.104,7.35e-05,0.0,0.904,0.621,159.93,4,1
13150,0.372,0.904,5,-4.438,1,0.106,0.007,1.34e-06,0.112,0.362,159.081,4,1
13151,0.301,0.688,6,-5.899,1,0.0425,0.33,0.0,0.0782,0.201,130.105,4,1
13152,0.368,0.859,11,-4.882,0,0.0531,0.00925,3.31e-05,0.164,0.483,175.088,4,1
13153,0.544,0.55,10,-6.756,0,0.0248,0.0541,0.0,0.243,0.246,144.028,4,1
13154,0.617,0.922,11,-3.474,1,0.0744,0.000247,0.388,0.363,0.6,132.059,4,1
13155,0.232,0.955,11,-3.934,0,0.24,0.000171,0.0,0.226,0.367,168.89,4,1
13156,0.669,0.667,4,-3.0,1,0.0511,0.00769,0.0,0.0983,0.69,128.103,4,1
13157,0.471,0.95,5,-2.925,0,0.261,0.00133,0.0,0.341,0.426,129.989,4,1
13158,0.474,0.954,7,-4.923,1,0.0953,2.9e-05,5.17e-05,0.128,0.194,120.077,4,1
13159,0.508,0.771,9,-4.855,1,0.0768,0.00435,0.0,0.24,0.746,166.009,4,1
13160,0.521,0.911,11,-3.923,0,0.0578,0.00381,1.62e-06,0.326,0.617,139.069,4,1
13161,0.705,0.865,2,-6.283,1,0.0456,0.000785,0.000611,0.425,0.81,108.021,4,1
13162,0.528,0.897,2,-5.943,1,0.0589,0.00134,0.0,0.19,0.29,125.009,4,1
13163,0.476,0.861,7,-5.101,0,0.0549,0.24,0.0,0.431,0.359,151.768,4,1
13164,0.513,0.83,6,-4.71,0,0.0718,0.00181,0.0,0.0512,0.714,165.964,4,1
13165,0.499,0.966,8,-3.654,1,0.0751,0.00113,0.0,0.0715,0.51,192.986,4,1
13166,0.508,0.907,6,-3.443,0,0.0565,0.0423,6.83e-05,0.221,0.587,104.997,4,1
13167,0.486,0.948,9,-4.61,1,0.208,0.0397,0.0,0.258,0.188,110.033,4,1
13168,0.597,0.97,4,-6.303,1,0.161,0.00279,1.36e-05,0.354,0.351,121.968,4,1
13169,0.194,0.978,0,-4.802,0,0.227,0.00131,0.0,0.369,0.0858,157.981,4,1
13170,0.319,0.926,6,-3.865,0,0.0487,0.000121,0.000978,0.338,0.359,166.051,4,1
13171,0.335,0.893,4,-5.395,0,0.0814,5.93e-05,1.21e-06,0.241,0.496,164.082,4,1
13172,0.733,0.806,6,-6.994,0,0.0437,0.187,0.0,0.13,0.74,110.104,4,1
13173,0.497,0.6,8,-7.677,1,0.0721,0.504,0.0,0.265,0.426,134.993,4,1
13174,0.446,0.985,2,-3.884,0,0.414,0.00387,0.0,0.126,0.131,155.051,4,1
13175,0.456,0.871,1,-3.503,1,0.0464,0.00013,0.0,0.0617,0.407,149.001,4,1
13176,0.484,0.976,11,-3.509,0,0.139,0.00434,0.0,0.103,0.558,176.044,4,1
13177,0.416,0.973,7,-4.839,1,0.0912,1.06e-05,0.327,0.0931,0.0792,187.96,4,1
13178,0.3,0.938,4,-2.59,0,0.0678,0.00796,0.0249,0.297,0.497,169.929,4,1
13179,0.312,0.943,6,-3.368,0,0.0554,4.75e-05,0.378,0.237,0.504,199.981,4,1
13180,0.456,0.891,11,-4.062,0,0.125,0.00682,4.97e-06,0.0727,0.647,170.019,4,1
13181,0.586,0.626,1,-8.448,1,0.0356,0.0874,0.00038,0.113,0.0519,189.93,4,1
13182,0.422,0.678,0,-7.355,1,0.0421,0.00194,8.11e-05,0.0687,0.0799,150.238,4,1
13183,0.558,0.929,2,-3.618,1,0.0638,0.00094,0.000248,0.389,0.502,137.868,4,1
13184,0.393,0.918,9,-4.969,1,0.0567,0.000265,0.0,0.114,0.342,161.017,4,1
13185,0.397,0.959,8,-5.134,1,0.0749,5.81e-05,8.09e-05,0.106,0.365,176.081,4,1
13186,0.667,0.715,5,-4.781,0,0.0421,0.226,0.499,0.0786,0.59,134.065,4,1
13187,0.46,0.796,0,-4.501,0,0.0333,0.00107,0.0,0.106,0.182,200.022,4,1
13188,0.504,0.957,0,-2.657,1,0.0529,0.00298,0.0,0.187,0.676,135.013,4,1
13189,0.562,0.94,0,-2.84,1,0.0585,0.00237,0.0,0.13,0.649,116.952,4,1
13190,0.628,0.917,9,-2.886,1,0.0445,0.0112,0.0,0.146,0.922,124.996,4,1
13191,0.33,0.893,11,-3.78,0,0.0517,0.000323,0.0,0.161,0.562,172.913,3,1
13192,0.578,0.946,8,-3.988,1,0.0536,0.00427,5.98e-05,0.221,0.576,133.491,4,1
13193,0.492,0.907,8,-3.734,1,0.0625,0.0023,5.73e-06,0.172,0.27,194.1,4,1
13194,0.449,0.629,10,-5.637,0,0.0361,0.00213,0.012,0.108,0.115,128.003,4,1
13195,0.577,0.888,1,-6.323,1,0.061,0.000105,8.95e-05,0.135,0.68,139.028,4,1
13196,0.311,0.857,9,-4.248,1,0.0548,0.00168,0.0,0.33,0.447,154.955,4,1
13197,0.47,0.964,4,-2.839,0,0.09,0.00171,0.00112,0.107,0.264,153.938,4,1
13198,0.681,0.912,1,-2.299,0,0.0439,0.0346,0.000147,0.78,0.636,180.016,4,1
13199,0.529,0.876,1,-4.382,0,0.0439,0.00383,0.0,0.107,0.461,192.052,4,1
13200,0.412,0.858,4,-5.588,1,0.162,0.002,0.0,0.244,0.517,175.047,4,1
13201,0.219,0.958,0,-8.005,0,0.0448,5.06e-05,0.0,0.18,0.727,192.247,4,1
13202,0.501,0.913,4,-3.278,1,0.0463,0.00945,0.0,0.0885,0.653,165.961,4,1
13203,0.401,0.979,2,-4.014,1,0.116,0.000293,0.0,0.0948,0.465,177.81,4,1
13204,0.573,0.882,6,-4.589,0,0.0352,2.99e-05,0.0127,0.108,0.379,114.662,4,1
13205,0.524,0.921,2,-2.417,1,0.0377,0.0282,0.0,0.132,0.703,177.958,4,1
13206,0.582,0.954,2,-3.075,1,0.0652,0.00316,1.05e-06,0.266,0.652,114.981,4,1
13207,0.475,0.946,11,-4.832,0,0.146,0.00153,3.15e-05,0.271,0.313,155.005,4,1
13208,0.488,0.935,2,-3.08,1,0.116,0.0818,0.0,0.256,0.448,164.971,4,1
13209,0.556,0.851,6,-2.981,0,0.0443,4.46e-05,1.97e-05,0.211,0.271,114.948,4,1
13210,0.524,0.976,1,-3.751,1,0.0459,0.00357,0.0,0.102,0.388,122.011,4,1
13211,0.435,0.95,2,-4.747,1,0.0942,0.000103,0.0,0.321,0.583,159.963,4,1
13212,0.553,0.958,9,-3.088,1,0.0387,0.000122,0.0,0.086,0.573,109.992,4,1
13213,0.319,0.781,5,-3.496,1,0.0329,0.0013,0.0,0.0944,0.238,149.002,3,1
13214,0.465,0.949,6,-4.488,1,0.11,0.0381,0.0,0.115,0.343,126.029,4,1
13215,0.422,0.83,11,-4.037,0,0.0549,0.146,1.78e-06,0.181,0.351,116.677,4,1
13216,0.441,0.684,9,-7.495,0,0.031,0.374,0.000848,0.108,0.971,199.001,4,1
13217,0.597,0.926,11,-5.932,1,0.0465,0.00012,0.000859,0.146,0.712,125.013,4,1
13218,0.544,0.855,1,-5.875,1,0.0401,0.000115,0.0,0.105,0.634,107.944,4,1
13219,0.512,0.921,0,-3.463,1,0.0828,0.000225,0.0,0.0588,0.558,139.481,4,1
13220,0.363,0.943,5,-3.398,1,0.107,0.00333,0.0,0.108,0.211,196.926,4,1
13221,0.405,0.962,11,-4.894,1,0.0842,0.000213,2.31e-06,0.108,0.489,170.023,4,1
13222,0.49,0.833,6,-5.899,1,0.0487,0.0116,0.000504,0.15,0.39,179.962,4,1
13223,0.43,0.988,5,-3.561,1,0.209,0.00137,1.73e-05,0.457,0.407,163.415,4,1
13224,0.492,0.987,4,-3.398,1,0.122,8.96e-06,0.0,0.231,0.354,207.96,4,1
13225,0.479,0.975,0,-3.741,1,0.101,0.000216,0.051,0.339,0.723,181.812,4,1
